Bought Condition,Colour,Current Condition,Drivetrain,Engine Size,Horse Power,Make,Mileage,Model,Number of Cylinders,Registered city,Seats,Selling Condition,Trim,Year of manufacture,detail_url,State,City,name,price
Imported,Black,Local Used,,1800,,Toyota,79055,Corolla,,,,Registered,,2011,/jEY4wdZxP03oqM4NVqICkruzEYJYy3b?lid=cNjRUPzDYdt1OHyA,Lagos State, Lekki,Toyota Corolla 2011 Black,"6,720,000"
Registered,Gray,Local Used,,3000,,Mercedes-Benz,269641,C300,,Lagos,,Registered,,2010,/jEY4wdZOQXrqgBhzaxfOyP4Kc3hMEMj?lid=cNjRUPzDYdt1OHyA,Lagos State, Abule Egba,Mercedes-Benz C300 2010 Gray,"6,825,000"
Imported,Silver,Foreign Used,,2500,,Nissan,217909,Rogue,,,,Imported,,2012,/jEY4wdZW6TcxibIEfutvYJgHkVSUui7?lid=cNjRUPzDYdt1OHyA,Lagos State, Ikeja,Nissan Rogue 2012 Silver,"12,480,000"
Imported,Gray,Local Used,,2700,,Toyota,134731,Venza,,Lagos,,Registered,,2013,/jEY4wdZafaasnIWCMk6PIDCyjJwbSBC?lid=cNjRUPzDYdt1OHyA,Lagos State, Isolo,Toyota Venza 2013 Gray,"12,316,500"
Imported,Red,Foreign Used,,2000,,Mercedes-Benz,159972,B-Class,,,,Imported,,2011,/jEY4wdZgEAfR0w65KEz72XxMnaryPU4?lid=cNjRUPzDYdt1OHyA,Lagos State, Kosofe,Mercedes-Benz B-Class 2011 Red,"15,750,000"
Imported,Purple,Foreign Used,,2500,,Toyota,143541,Camry,,,,Imported,,2022,/jEY4wdZc9MyKCGLkjQ0Tok5gCLC7cjy?lid=cNjRUPzDYdt1OHyA,Abuja (FCT), Wuse,Toyota Camry 2022 Purple,"42,640,000"
Imported,Silver,Foreign Used,Front Wheel,1800,130,Nissan,211818,Sentra,4,,,Imported,S 4dr Sedan (1.8L 4cyl CVT),2015,/jEY4wdZMTP7Tzi5sC1Ssw4N6rKGs4u9?lid=cNjRUPzDYdt1OHyA,Lagos State, Magodo,Nissan Sentra S 4dr Sedan (1.8L 4cyl CVT) 2015 Silver,"9,975,000"
Imported,Gray,Foreign Used,,1600,,Kia,16211,Sportage,,,,Imported,,2023,/jEY4wdZFPEYdT346Bg9cguKe0pOu0Q6?lid=cNjRUPzDYdt1OHyA,Lagos State, Amuwo-Odofin,Kia Sportage 2023 Gray,"78,435,000"
Imported,Black,Foreign Used,,3500,,Toyota,120848,Highlander,,,,Imported,,2013,/jEY4wdZyhHjY7mnn4lr1xmo6OKRy0EY?lid=cNjRUPzDYdt1OHyA,Lagos State, Ikeja,Toyota Highlander 2013 Black,"18,900,000"
Registered,Silver,Local Used,,,,BMW,377985,X3,,Abuja,,Registered,,2006,/jEY4wdZxXMuXpKKhihESQZ90o6UFpHH?lid=cNjRUPzDYdt1OHyA,Abuja (FCT), Lugbe District,BMW X3 2006 Silver,"5,250,000"
Registered,White,Local Used,,3500,,Toyota,236443,Venza,,Rivers State,,Registered,,2012,/jEY4wdZxT1Y6Pxpg6HktPxqKRIGmeL4?lid=cNjRUPzDYdt1OHyA,Rivers State, Port-Harcourt,Toyota Venza 2012 White,"13,050,000"
Registered,Black,Local Used,,3800,,Chrysler,161181,Town&Country,,Rivers,,Registered,,2003,/jEY4wdZqHJUmvcn1Ren9aoi1liori00?lid=cNjRUPzDYdt1OHyA,Rivers State, Port-Harcourt,Chrysler Town&Country 2003 Black,"5,775,000"
Imported,Black,Foreign Used,,1600,,Ford,136042,Escape,,,,Imported,,2013,/jEY4wdZIpUAtOA5GnB9yWkEBdwwtTnL?lid=cNjRUPzDYdt1OHyA,Lagos State, Lekki,Ford Escape 2013 Black,"10,626,000"
Registered,Gold,Local Used,,2400,,Honda,220935,Accord,,Lagos,,Registered,,2016,/jEY4wdZyeCnyC2ndXpcV5J2vLpL9sHr?lid=cNjRUPzDYdt1OHyA,Abuja (FCT), Gwarinpa,Honda Accord 2016 Gold,"14,700,000"
Imported,Blue,Foreign Used,,3300,,Lexus,309886,RX,,,,Imported,,2004,/jEY4wdZcEo1WXD2eZYC1LJL323XKdKM?lid=cNjRUPzDYdt1OHyA,Rivers State, Port-Harcourt,Lexus RX 2004 Blue,"12,600,000"
Registered,Gray,Local Used,,3500,,Lexus,141435,ES,,Rivers,,Registered,,2008,/jEY4wdZBuXolmtlaP6hk0j63qCB3wvb?lid=M6bd8dhzlg1S38Ts,Rivers State, Port-Harcourt,Lexus ES 2008 Gray,"7,140,000"
Imported,White,Foreign Used,,,,Wuling,54533,Hongguang S,,,,Imported,,2017,/jEY4wdZHeiwHEaZfLTMji2qyDfGXlrt?lid=M6bd8dhzlg1S38Ts,Kano State, Gwale,Wuling Hongguang S 2017 White,"15,750,000"
Imported,White,Local Used,,1800,,Toyota,268165,Corolla,,Lagos,,Registered,,2015,/jEY4wdZPF9w4pFgrf3J0LD0SOSXTtcW?lid=M6bd8dhzlg1S38Ts,Oyo State, Ibadan,Toyota Corolla 2015 White,"11,960,000"
Registered,Silver,Local Used,,2400,,Toyota,266765,Camry,,Lagos,,Registered,,2003,/jEY4wdZgku0AczeCpekrtiFGCRkloZN?lid=M6bd8dhzlg1S38Ts,Oyo State, Ibadan,Toyota Camry 2003 Silver,"3,885,000"
Imported,Gray,Foreign Used,,3500,,Toyota,152467,Sienna,,,,Imported,,2012,/jEY4wdZg9HoPghHVfkBPZu0F2rAlJOG?lid=M6bd8dhzlg1S38Ts,Lagos State, Surulere,Toyota Sienna 2012 Gray,"13,125,000"
Imported,White,Foreign Used,,2000,,Mercedes-Benz,96380,GL-Class,,,,Imported,,2016,/jlCs49PPz7zCIt4F60NrNhlncGOdl7?lid=M6bd8dhzlg1S38Ts,Oyo State, Ibadan,Mercedes-Benz GL-Class 2016 White,"16,800,000"
Imported,Gray,Local Used,,3500,,Toyota,123665,Highlander,,Lagos,,Registered,,2016,/jEY4wdZ9KTq0HJ81dVlHohWL5qopEoL?lid=M6bd8dhzlg1S38Ts,Lagos State, Ilupeju,Toyota Highlander 2016 Gray,"21,063,000"
Imported,Gray,Foreign Used,,3500,,Honda,252294,Crosstour,,,,Imported,,2013,/jEY4wdZSmJGvORDqHdixqDwJHHHV4ut?lid=M6bd8dhzlg1S38Ts,Ogun State, Abeokuta North,Honda Crosstour 2013 Gray,"12,600,000"
Imported,Silver,Foreign Used,,2400,,Toyota,205487,Venza,,,,Imported,,2009,/jEY4wdZDSc0A3ABSMMr4D8sMQDVd8EI?lid=M6bd8dhzlg1S38Ts,Lagos State, Isolo,Toyota Venza 2009 Silver,"18,720,000"
Imported,Silver,Local Used,,3300,,Lexus,27564,RX,,Imo,,Registered,,2005,/jEY4wdZElOuUl4aUb8tBCxDjTgCAaC3?lid=M6bd8dhzlg1S38Ts,Imo State, Owerri,Lexus RX 2005 Silver,"7,140,000"
Registered,Black,Local Used,,3500,,Toyota,15411,Camry,,,,Registered,,2007,/jEY4wdZmOvqmVQPhBvXG9YCa07duyAT?lid=M6bd8dhzlg1S38Ts,Rivers State, Port-Harcourt,Toyota Camry 2007 Black,"5,985,000"
Imported,Gray,Local Used,,3500,,Honda,150535,Pilot,,,,Registered,,2008,/jEY4wdZAe7FxUNKcJnfSv8oEs7pQfTO?lid=M6bd8dhzlg1S38Ts,Lagos State, Isolo,Honda Pilot 2008 Gray,"5,250,000"
Imported,Silver,Foreign Used,,2500,,Toyota,272706,Camry,,,,Imported,,2011,/jEY4wdZIvGkby2eW0L7SS4nxWdPM87r?lid=M6bd8dhzlg1S38Ts,Oyo State, Ibadan,Toyota Camry 2011 Silver,"12,168,000"
Imported,Silver,Foreign Used,,1800,,Toyota,200893,Corolla,,,,Imported,,2005,/jEY4wdZMkWN8CTczrbB83UUVDvXtKC5?lid=M6bd8dhzlg1S38Ts,Lagos State, Ojodu,Toyota Corolla 2005 Silver,"9,568,000"
Imported,Red,Local Used,,,,Toyota,278958,Camry,,Lagos,,Registered,,2013,/jEY4wdZkVbxGyLoq0YVUAPK1cwsU9xT?lid=M6bd8dhzlg1S38Ts,Lagos State, Alimosho,Toyota Camry 2013 Red,"10,710,000"
Registered,Black,Local Used,,1800,,Toyota,306399,Corolla,,Abuja,,Registered,,2009,/jEY4wdZcraRkdgr4t5BbwTmONKvVDIi?lid=PR5wijMmfgoAOzig,Abuja (FCT), Jabi,Toyota Corolla 2009 Black,"7,350,000"
Imported,Black,Local Used,,2500,,Toyota,267663,Camry,,Abuja,,Registered,,2012,/jEY4wdZiqUc8sAjiJMDfpMbTglCf7bm?lid=PR5wijMmfgoAOzig,Enugu State, Enugu,Toyota Camry 2012 Black,"10,608,000"
Imported,Blue,Foreign Used,,2500,,Toyota,1523414,Camry,,,,Imported,,2010,/jEY4wdZyL9WCVMB1peAC5ajhUXALE9s?lid=PR5wijMmfgoAOzig,Lagos State, Ikorodu,Toyota Camry 2010 Blue,"11,025,000"
Imported,Black,Local Used,Front Wheel,2400,,Honda,374215,Accord,4,Lagos,5,Registered,EX Automatic,2009,/jEY4wdZckeqmvm0GszQhi3ncfQ9GSlf?lid=PR5wijMmfgoAOzig,Lagos State, Magodo,Honda Accord EX Automatic 2009 Black,"5,356,000"
Registered,Silver,Local Used,,2000,,Volkswagen,96983,Passat,,Cross River,,Registered,,2008,/jEY4wdZIASg7rxBnveWqAOwFbGtru1g?lid=PR5wijMmfgoAOzig,Lagos State, Surulere,Volkswagen Passat 2008 Silver,"5,250,000"
Imported,Red,Foreign Used,,2400,,Hyundai,208414,Sonata,,,,Imported,,2016,/jEY4wdZLWiKXHsBoSZdrKlKoBCtASP4?lid=PR5wijMmfgoAOzig,Lagos State, Ikeja,Hyundai Sonata 2016 Red,"13,440,000"
Imported,Blue,Foreign Used,,2400,,Hyundai,173618,Sonata,,,,Imported,,2015,/jEY4wdZT5cgdjzOgxhjTHLmlpo8DBuW?lid=PR5wijMmfgoAOzig,Lagos State, Yaba,Hyundai Sonata 2015 Blue,"13,650,000"
Imported,Black,Foreign Used,All Wheel,3500,295,Toyota,95335,Highlander,6,,7 or 8,Imported,XLE AWD,2020,/jEY4wdZcw7XYOEK6CSNu5Orc1J70DNr?lid=PR5wijMmfgoAOzig,Oyo State, Ibadan,Toyota Highlander XLE AWD 2020 Black,"57,750,000"
Imported,Silver,Local Used,,3500,,Mercedes-Benz,121564,GLE-Class,,Enugu,,Registered,,2016,/jEY4wdZPXydwmXJFHd4kAS6ImIkeeny?lid=PR5wijMmfgoAOzig,Enugu State, Enugu,Mercedes-Benz GLE-Class 2016 Silver,"36,400,000"
Imported,Silver,Foreign Used,Front Wheel,3300,215,Toyota,332407,Sienna,6,,7,Imported,LE FWD,2006,/jEY4wdZniCK9ILInhd2XRM8er6tigeM?lid=PR5wijMmfgoAOzig,Imo State, Owerri,Toyota Sienna LE FWD 2006 Silver,"11,000,000"
Imported,Gray,Local Used,,3500,,Toyota,395414,Sienna,,Abuja,,Registered,,2011,/jEY4wdZbQwBSkvTDj2jaYDN0q3gHklA?lid=PR5wijMmfgoAOzig,Ondo State, Akure,Toyota Sienna 2011 Gray,"11,500,000"
Registered,Black,Local Used,,3300,,Lexus,238050,ES,,Abuja,,Registered,,2006,/jlCs49Q6xOgIdeiOfXwuqrwgMYAI2d?lid=PR5wijMmfgoAOzig,Lagos State, Alimosho,Lexus ES 2006 Black,"5,292,000"
Imported,Red,Foreign Used,,2000,,Hyundai,165247,Tucson,,,,Imported,,2019,/jEY4wdZkx99uu1WTLaCUU7fF9zzYyU1?lid=PR5wijMmfgoAOzig,Abuja (FCT), Lugbe District,Hyundai Tucson 2019 Red,"27,040,000"
Imported,Silver,Local Used,,3500,,Toyota,175325,Avalon,,,,Registered,,2013,/jEY4wdZjxT0HZjgLpmZ1Y6gJIYqrYWo?lid=PR5wijMmfgoAOzig,Lagos State, Kosofe,Toyota Avalon 2013 Silver,"13,312,000"
Imported,Gray,Foreign Used,,3500,,Toyota,172220,Highlander,,,,Imported,,2018,/jEY4wdZbuDCV2WoKtFemkyNhQDY5ArY?lid=PR5wijMmfgoAOzig,Lagos State, Ogba,Toyota Highlander 2018 Gray,"41,600,000"
Registered,Beige,Local Used,All Wheel,4700,235,Lexus,302054,GX,8,Lagos,5,Registered,470,2004,/jEY4wdZttgsmwuO7yuq2mVz5609mIpd?lid=sK3A1pSvnf6lh5Sd,Lagos State, Ogba,Lexus GX 470 2004 Beige,"7,980,000"
Registered,Blue,Local Used,,1800,,Toyota,210672,Corolla,,Lagos,,Registered,,2003,/jEY4wdZg3rs4p1KhvO8x5N8BJjwZHOZ?lid=sK3A1pSvnf6lh5Sd,Oyo State, Ibadan,Toyota Corolla 2003 Blue,"4,410,000"
Imported,Red,Local Used,,3000,,Toyota,216112,Highlander,,Lagos,,Registered,,2003,/jEY4wdZIfDccxo5YsKOPmJ4xcUMS5cc?lid=sK3A1pSvnf6lh5Sd,Oyo State, Ibadan,Toyota Highlander 2003 Red,"6,032,000"
Imported,Blue,Local Used,,2400,,Toyota,148530,Camry,,,,Registered,,2011,/jEY4wdZyf228gtQr2tT15NUxga5yTfO?lid=sK3A1pSvnf6lh5Sd,Lagos State, Mushin,Toyota Camry 2011 Blue,"6,405,000"
Imported,Silver,Foreign Used,,1800,,Toyota,140401,Corolla,,,,Imported,,2004,/jEY4wdZbHHHbxVFO8tzqtvrvenGzXbC?lid=sK3A1pSvnf6lh5Sd,Ogun State, Abeokuta North,Toyota Corolla 2004 Silver,"8,400,000"
Registered,Black,Local Used,,1300,,Toyota,284039,Yaris,,Lagos,,Registered,,2008,/jEY4wdZqkqVNsI5RVIXyCKkjkUkb1nn?lid=sK3A1pSvnf6lh5Sd,Oyo State, Ibadan,Toyota Yaris 2008 Black,"4,725,000"
Imported,Red,Foreign Used,,1600,,Mini,106309,Countryman,,,,Imported,,2012,/jEY4wdZxOhyDiG5yB55dft1piAh1gJ7?lid=sK3A1pSvnf6lh5Sd,Lagos State, Magodo,Mini Countryman 2012 Red,"12,515,998"
Imported,Red,Foreign Used,,3500,,Ford,152367,Explorer,,,,Imported,,2012,/jEY4wdZZFzi4Eot3hMPRkuDzdobkjKG?lid=sK3A1pSvnf6lh5Sd,Abuja (FCT), Jabi,Ford Explorer 2012 Red,"16,640,000"
Imported,Black,Local Used,,1800,,Toyota,269808,Matrix,,Lagos,,Registered,,2003,/jEY4wdZnjNMfZz4sgrEREVZjIA8ZJZT?lid=sK3A1pSvnf6lh5Sd,Lagos State, Ogudu,Toyota Matrix 2003 Black,"3,990,000"
Imported,Silver,Local Used,,3500,,Mercedes-Benz,237437,M Class,,,,Registered,,2012,/jEY4wdZBbmRAMOeCGOa1E3e7gXem98l?lid=sK3A1pSvnf6lh5Sd,Rivers State, Port-Harcourt,Mercedes-Benz M Class 2012 Silver,"18,900,000"
Registered,Silver,Local Used,,2500,,Toyota,229813,Camry,,Lagos,,Registered,,2011,/jEY4we01sfN5n7PUoqla9B4yDtA4tyH?lid=sK3A1pSvnf6lh5Sd,Oyo State, Ibadan,Toyota Camry 2011 Silver,"7,800,000"
Imported,Gray,Local Used,,3500,,Toyota,232852,Camry,,Lagos,,Registered,,2007,/jEY4wdZip11xHjug3MQwU3YxlMPL7gi?lid=sK3A1pSvnf6lh5Sd,Ondo State, Akure,Toyota Camry 2007 Gray,"4,725,000"
Registered,Blue,Local Used,,2500,,Toyota,33118,Camry,,Abuja,,Registered,,2013,/jEY4wdZm9U9IxRZ7ElCRKkb0njJDdMD?lid=sK3A1pSvnf6lh5Sd,Abuja (FCT), Lugbe District,Toyota Camry 2013 Blue,"11,440,000"
Registered,White,Local Used,,2400,,Toyota,388662,Camry,,Ogun,,Registered,,2004,/jlCs49PIv0Q4G1thU7P0qs1fzTAJYL?lid=sK3A1pSvnf6lh5Sd,Lagos State, Alimosho,Toyota Camry 2004 White,"4,680,000"
Registered,Black,Local Used,,3500,,Toyota,15411,Camry,,,,Registered,,2007,/jEY4wdZmOvqmVQPhBvXG9YCa07duyAT?lid=sK3A1pSvnf6lh5Sd,Rivers State, Port-Harcourt,Toyota Camry 2007 Black,"5,985,000"
Imported,Silver,Foreign Used,,,,Mercedes-Benz,195729,GLB-Class,,,,Imported,,2020,/jEY4wdZrq4cyCKxtDOGzynX5IZshgrn?lid=sMEVvlLB-wD1Fx7S,Lagos State, Ikeja,Mercedes-Benz GLB-Class 2020 Silver,"52,500,000"
Registered,Blue,Local Used,,3000,,Lexus,193542,RX 330,,,,Registered,,2003,/jEY4wdZf5vdkoYbjXdkpmh4hd9Q6W3Y?lid=sMEVvlLB-wD1Fx7S,Lagos State, Ikeja,Lexus RX 330 2003 Blue,"5,775,000"
Imported,Gray,Local Used,4x4,4600,301,Lexus,120019,GX,8,Lagos,7,Registered,460 Luxury,2014,/jEY4wdZqSbiekhTaXy1wD0NJf4N1ohh?lid=sMEVvlLB-wD1Fx7S,Lagos State, Magodo,Lexus GX 460 Luxury 2014 Gray,"35,360,000"
Imported,Green,Foreign Used,,2400,,Toyota,136760,Camry,,,,Imported,,2011,/jEY4wdZ9nnNjj9egBqomp4SabggIGKA?lid=sMEVvlLB-wD1Fx7S,Lagos State, Surulere,Toyota Camry 2011 Green,"11,960,000"
Imported,Blue,Foreign Used,,3500,,Nissan,145957,Pathfinder,,,,Imported,,2014,/jEY4wdZrJMVIogO26G3pl7cqNC8Q4IK?lid=sMEVvlLB-wD1Fx7S,Lagos State, Lekki,Nissan Pathfinder 2014 Blue,"13,650,000"
Imported,Silver,Foreign Used,Rear Wheel,2000,255,Mercedes-Benz,134601,GLE-Class,4,,5,Imported,GLE 350,2020,/jEY4wdZFZegHtD8KOSHznikSTlNenOe?lid=sMEVvlLB-wD1Fx7S,Lagos State, Lekki,Mercedes-Benz GLE-Class GLE 350 2020 Silver,"78,015,000"
Registered,Gray,Local Used,,1800,,Toyota,90176,Corolla,,,,Registered,,2007,/jEY4wdZAPrGKKmptddk2TNcFurBocLm?lid=sMEVvlLB-wD1Fx7S,Abuja (FCT), Lugbe District,Toyota Corolla 2007 Gray,"4,830,000"
Imported,Red,Local Used,,1800,,Toyota,175435,Corolla,,,,Registered,,2015,/jEY4wdZrmv3vyum6woQWCQmGUPQHuHW?lid=sMEVvlLB-wD1Fx7S,Lagos State, Lekki,Toyota Corolla 2015 Red,"12,480,000"
Imported,Gray,Foreign Used,,2400,,Toyota,422638,Camry,,,,Imported,,2009,/jEY4wdZrfWDMQ3st9MNPxYPrBUpGm91?lid=sMEVvlLB-wD1Fx7S,Lagos State, Yaba,Toyota Camry 2009 Gray,"9,371,250"
Imported,Black,Foreign Used,,2000,,Kia,7041,Sportage,,,,Imported,,2023,/jEY4wdZFX1FVGmki6JHb97QCuaUgC7b?lid=sMEVvlLB-wD1Fx7S,Lagos State, Amuwo-Odofin,Kia Sportage 2023 Black,"57,750,000"
Imported,Gold,Foreign Used,,3500,,Toyota,141331,Highlander,,,,Imported,,2014,/jEY4wdZZZKNgZLvBjpHwpOqv9oSugoa?lid=sMEVvlLB-wD1Fx7S,Edo State, Benin City,Toyota Highlander 2014 Gold,"27,825,000"
Imported,Burgandy,Local Used,,3500,,Toyota,178588,Avalon,,,,Registered,,2014,/jEY4wdZkamgjkcxN562C3aX49WTAPWj?lid=sMEVvlLB-wD1Fx7S,Oyo State, Ibadan,Toyota Avalon 2014 Burgandy,"14,560,000"
Registered,Blue,Local Used,,1800,,Toyota,227039,Corolla,,Ogun,,Registered,,2005,/jEY4wdZL5LNUOGbRtQflV3sVoMgO3IG?lid=sMEVvlLB-wD1Fx7S,Ogun State, Abeokuta North,Toyota Corolla 2005 Blue,"5,250,000"
Imported,Silver,Foreign Used,,1800,,Toyota,300613,Corolla,,,,Imported,,2015,/jEY4wdZmAgSmEj24E1d2kYiyivFhv2g?lid=sMEVvlLB-wD1Fx7S,Oyo State, Ibadan,Toyota Corolla 2015 Silver,"16,640,000"
Registered,Red,Local Used,,2400,,Kia,184815,Optima,,,,Registered,,2012,/jEY4wdZPiuEOtiIIr7XexEmJG48iWnC?lid=sMEVvlLB-wD1Fx7S,Lagos State, Isolo,Kia Optima 2012 Red,"8,008,000"
Registered,Blue,Local Used,,1800,,Toyota,227039,Corolla,,Ogun,,Registered,,2005,/jEY4wdZL5LNUOGbRtQflV3sVoMgO3IG?lid=NdWNZG798JzgBj4w,Ogun State, Abeokuta North,Toyota Corolla 2005 Blue,"5,250,000"
Registered,Red,Local Used,,2400,,Kia,184815,Optima,,,,Registered,,2012,/jEY4wdZPiuEOtiIIr7XexEmJG48iWnC?lid=NdWNZG798JzgBj4w,Lagos State, Isolo,Kia Optima 2012 Red,"8,008,000"
Imported,Blue,Local Used,,2500,,Toyota,118261,Camry,,Lagos,,Registered,,2012,/jEY4wdZn7EQYqwiqtYkV4YxRIPMYCJV?lid=NdWNZG798JzgBj4w,Lagos State, Ikeja,Toyota Camry 2012 Blue,"11,440,000"
Registered,Gray,Local Used,,1800,,Toyota,232741,Corolla,,,,Registered,,2015,/jEY4wdZQjpUfNsnOMXR8NaAZB4BVrCm?lid=NdWNZG798JzgBj4w,Abuja (FCT), Kubwa,Toyota Corolla 2015 Gray,"11,440,000"
Imported,Black,Foreign Used,,3500,,Toyota,154736,Highlander,,,,Imported,,2018,/jEY4wdZjAhM6OPjMZBPXFKmu5wo5WMA?lid=NdWNZG798JzgBj4w,Lagos State, Lekki,Toyota Highlander 2018 Black,"36,750,000"
Registered,Gold,Local Used,Front Wheel,3300,230,Toyota,38179,Sienna,6,Rivers State,7,Registered,CE FWD (3.3L V6 5A),2004,/jEY4wdZXWcXv3CR9RoSdEggmkNCyg9W?lid=NdWNZG798JzgBj4w,Rivers State, Port-Harcourt,Toyota Sienna CE FWD (3.3L V6 5A) 2004 Gold,"7,800,000"
Imported,Black,Local Used,All Wheel,3500,273,Toyota,153320,Venza,6,Abuja,5,Registered,V6 AWD,2012,/jEY4wdZCDoRJ37j22WnNXNFgIzdG0DH?lid=NdWNZG798JzgBj4w,Lagos State, Ajah,Toyota Venza V6 AWD 2012 Black,"14,560,000"
Imported,White,Foreign Used,,2400,,Hyundai,46831,Sonata,,,,Imported,,2018,/jlCs49PwSsb6kASMN7Jh8FRMccji5h?lid=NdWNZG798JzgBj4w,Rivers State, Port-Harcourt,Hyundai Sonata 2018 White,"22,575,000"
Imported,White,Foreign Used,,2000,,BMW,529062,530i,,,,Imported,,2017,/jEY4wdZHXDrIdWZL0BjNiR9ViB9QymG?lid=NdWNZG798JzgBj4w,Abuja (FCT), Garki 2,BMW 530i 2017 White,"33,600,000"
Registered,Gray,Local Used,4x4,3800,247,Honda,185083,Ridgeline,6,,5,Registered,RT 4x4 Crew Cab 122 in. WB,2007,/jEY4wdZIrULVwZi0Qw53c4B9AH7y4z9?lid=NdWNZG798JzgBj4w,Lagos State, Ikorodu,Honda Ridgeline RT 4x4 Crew Cab 122 in. WB 2007 Gray,"13,520,000"
Imported,Black,Foreign Used,,2500,,Toyota,183881,Camry,,,,Imported,,2017,/jEY4wdZjwLJtGFsoGr0elQdC6FY3U5t?lid=NdWNZG798JzgBj4w,Abia State, Aba North,Toyota Camry 2017 Black,"12,600,000"
Imported,Silver,Foreign Used,,1800,,Toyota,164441,Corolla,,,,Imported,,2007,/jEY4wdZk5LI6uGkSkjFowveKnvockx2?lid=NdWNZG798JzgBj4w,Lagos State, Amuwo-Odofin,Toyota Corolla 2007 Silver,"9,880,000"
Imported,Silver,Foreign Used,,2400,,Honda,260994,Accord,,,,Imported,,2014,/jEY4wdZPOJUFbTvrVCXnRmhPbKbKrpD?lid=NdWNZG798JzgBj4w,Abuja (FCT), Lugbe District,Honda Accord 2014 Silver,"13,650,000"
Registered,Black,Local Used,All Wheel,2800,165,Nissan,294707,X-Trail,4,Lagos,5,Registered,2.5 4x4,2006,/jEY4wdZG57bPWX5fKL6tHKdgWkrvHHY?lid=NdWNZG798JzgBj4w,Lagos State, Ikorodu,Nissan X-Trail 2.5 4x4 2006 Black,"3,990,000"
Imported,Silver,Foreign Used,Front Wheel,2400,,Hyundai,262406,Sonata,4,,,Imported,Base Sedan FWD (2.4L 4cyl 6A),2017,/jEY4wdZKMZwRIKAtejOZfIqbKPFgqMt?lid=NdWNZG798JzgBj4w,Rivers State, Port-Harcourt,Hyundai Sonata Base Sedan FWD (2.4L 4cyl 6A) 2017 Silver,"15,540,000"
Imported,Blue,Local Used,,3500,,Lexus,268719,RX 350,,Lagos,,Registered,,2010,/jEY4wdZVZyurocmVd0sKhJPlHPhFg8E?lid=arlrBmGPHOFS8Q8c,Lagos State, Magodo,Lexus RX 350 2010 Blue,"15,912,000"
Imported,Gray,Foreign Used,,2400,,Hyundai,483632,Sonata,,,,Imported,,2013,/jEY4wdZfRrpsQYJ9T4QALbgQ6ahbEAd?lid=arlrBmGPHOFS8Q8c,Lagos State, Ojodu,Hyundai Sonata 2013 Gray,"10,710,000"
Imported,Blue,Foreign Used,,2500,,Toyota,102326,Camry,,,,Imported,,2021,/jEY4wdZHBxMTkDTrVXOpMjrnFQW3SME?lid=arlrBmGPHOFS8Q8c,Lagos State, Kosofe,Toyota Camry 2021 Blue,"34,650,000"
Imported,Black,Foreign Used,,3500,,Toyota,270004,Highlander,,,,Imported,,2016,/jEY4wdZkDCtLYM6WpLpAnqhf3IBukSO?lid=arlrBmGPHOFS8Q8c,Lagos State, Ilupeju,Toyota Highlander 2016 Black,"33,280,000"
Imported,Burgandy,Foreign Used,,3500,,Toyota,157749,Sienna,,,,Imported,,2011,/jEY4wdZiymcoHxxEzxmC41hB77kwGfc?lid=arlrBmGPHOFS8Q8c,Lagos State, Ogba,Toyota Sienna 2011 Burgandy,"14,904,750"
Imported,White,Foreign Used,,3500,,Lexus,310850,RX 350,,,,Imported,,2008,/jEY4wdZrVPtwxWdqs4IJSdnV0YojGRI?lid=arlrBmGPHOFS8Q8c,Lagos State, Mushin,Lexus RX 350 2008 White,"12,285,000"
Registered,Gray,Local Used,Front,2500,178,Toyota,59933,Camry,4,Abuja,5,Registered,SE 4dr Sedan (2.5L 4cyl 6A),2014,/jEY4wdZ9nW4G56i3svdjxzWQibPcGVY?lid=arlrBmGPHOFS8Q8c,Abuja (FCT), Lugbe District,Toyota Camry SE 4dr Sedan (2.5L 4cyl 6A) 2014 Gray,"11,960,000"
Imported,Black,Foreign Used,Four Wheel,2000,340,Land Rover,248263,Range Rover,6,,5,Imported,3.0L Supercharged,2014,/jEY4wdZqdUUfzHukfZv9jSbNyE4KWJU?lid=arlrBmGPHOFS8Q8c,Imo State, Owerri,Land Rover Range Rover 3.0L Supercharged 2014 Black,"17,850,000"
Registered,Beige,Local Used,,4400,,Land Rover,332544,Lr3,,Lagos,,Registered,,2006,/jEY4wdZr6ZI8UYGlu0ObBJy0qFQzCaY?lid=arlrBmGPHOFS8Q8c,Lagos State, Yaba,Land Rover Lr3 2006 Beige,"7,875,000"
Imported,Gray,Foreign Used,,2000,,Hyundai,160101,Tucson,,,,Imported,,2016,/jEY4wdZuAd3YFRrPTvXlFNPsaqEg1bW?lid=arlrBmGPHOFS8Q8c,Abuja (FCT), Lugbe District,Hyundai Tucson 2016 Gray,"23,920,000"
Imported,Black,Foreign Used,,2400,,Hyundai,148910,Sonata,,,,Imported,,2015,/jEY4wdZvtCqx8E9CiDasIDMmkWrSR1m?lid=arlrBmGPHOFS8Q8c,Lagos State, Alimosho,Hyundai Sonata 2015 Black,"11,025,000"
Imported,Silver,Foreign Used,,2500,,Toyota,88599,Camry,,,,Imported,,2017,/jEY4wdZrVer9USD9ERFEmtMksaO48H8?lid=arlrBmGPHOFS8Q8c,Lagos State, Kosofe,Toyota Camry 2017 Silver,"18,512,000"
